ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001823292-22-000001	YES	101	0001823292	Helios Holdings, LLC	400 S. COLORADO BLVD., SUITE 550		DENVER	CO	COLORADO	80246	303-519-4059	COLORADO							Limited Liability Company		overFiveYears	
0001935262-22-000004	YES	101	0001929861	Columbia Capital Opportunities Fund I-A, L.P.	C/O COLUMBIA CAPITAL	204 SOUTH UNION STREET	ALEXANDRIA	VA	VIRGINIA	22314	703-519-2000	DELAWARE							Limited Partnership		withinFiveYears	2022
0001939487-22-000001	YES	101	0001939487	Brick Street Travis JV LLC	4922 CAHOON CT		FAIRFAX	VA	VIRGINIA	22030	7322598160	VIRGINIA							Limited Liability Company		withinFiveYears	2022
0001939487-22-000001	NO	102	0001940803	Travis Holding, LLC	42806 SOUTHER DR		CENTREVILLE	VA	VIRGINIA	20120	7038875227	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001924736-22-000003	YES	101	0001924736	Let's Play Sports, Inc./OK	8300 COUNTY LINE ROAD		OKLAHOMA CITY	OK	OKLAHOMA	73169	405-261-6076	COLORADO							Corporation		overFiveYears	
0001911936-22-000002	YES	101	0001911936	AOBL II, LP	3344 PEACHTREE ROAD NE	SUITE 1725	ATLANTA	GA	GEORGIA	30326	404-953-4900	DELAWARE							Limited Partnership		withinFiveYears	2021
0001739662-22-000005	YES	101	0001739662	Angel Oak Commercial Income Fund, LP	3344 PEACHTREE RD.	SUITE 1725	ATLANTA	GA	GEORGIA	30326	4046370412	DELAWARE				Angel Oak Bridge Lending Fund, LP			Limited Partnership		withinFiveYears	2018
0001935262-22-000003	YES	101	0001929857	Columbia Capital Equity Partners VIII-B, L.P.	C/O COLUMBIA CAPITAL	204 SOUTH UNION STREET	ALEXANDRIA	VA	VIRGINIA	22314	703-519-2000	DELAWARE							Limited Partnership		withinFiveYears	2022
0001940688-22-000001	YES	101	0001940688	Proterra Credit Fund 2 (Feeder) LP	33 South Sixth Street	Suite 4100	Minneapolis	MN	MINNESOTA	55402	612-257-7903	DELAWARE							Limited Partnership		withinFiveYears	2022
0001935262-22-000002	YES	101	0001935262	Columbia Capital Equity Partners VIII-A, L.P.	C/O COLUMBIA CAPITAL	204 SOUTH UNION STREET	ALEXANDRIA	VA	VIRGINIA	22314	703-519-2000	DELAWARE				Columbia Capital Equity Partners VIII-A, L.P			Limited Partnership		withinFiveYears	2022
0001939999-22-000001	YES	101	0001939999	Figment Fund Foxtrot I, Ltd.	85 DELANCEY STREET		NEW YORK	NY	NEW YORK	10002	518-598-6315	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2021
0001567619-22-014797	YES	101	0001939463	B. Riley Private Shares Fund 2022-1, LLC	40 SOUTH MAIN	SUITE 1800	MEMPHIS	TN	TENNESSEE	38103	901-255-1408	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001936140-22-000003	YES	101	0001936140	Draper Associates VII, L.P.	55 EAST 3RD AVENUE		SAN MATEO	CA	CALIFORNIA	94401	650-234-8523	DELAWARE							Limited Partnership		withinFiveYears	2022
0001940847-22-000001	YES	101	0001940847	AVSF - HopSkipDrive 2022, LLC	70 Federal Street	6th Floor	Boston	MA	MASSACHUSETTS	02110	603-518-8112	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001930753-22-000001	YES	101	0001930753	Script Capital Opportunities I, L.P.	548 MARKET ST.	SUITE 34397	SAN FRANCISCO	CA	CALIFORNIA	94104	805-263-9177	DELAWARE							Limited Partnership		withinFiveYears	2022
0001940666-22-000001	YES	101	0001940666	Leyland Cypress Evergreen Fund, LP	3836 OSTROM AVENUE		LONG BEACH	CA	CALIFORNIA	90808	5624811447	DELAWARE							Limited Partnership		withinFiveYears	2022
0001567619-22-014794	YES	101	0001785181	Valon Technologies, Inc.	88 University Place, Floor 8		NEW YORK	NY	NEW YORK	10003	646-397-8098	DELAWARE				GoServiceOne, Inc.			Corporation		withinFiveYears	2019
0001926953-22-000001	YES	101	0001926953	Zenzio Inc	11010 HARBOR HILL DR NW, STE B405		GIG HARBOR	WA	WASHINGTON	98332	6022141578	DELAWARE							Corporation		overFiveYears	
0001940396-22-000001	YES	101	0001940396	INDUSTRIAL COURT PARTNERS LLC	5720 LBJ FWY	STE 470	DALLAS	TX	TEXAS	75240	8472713386	TEXAS							Limited Liability Company		withinFiveYears	2022
0001213900-22-043993	YES	101	0001940401	Rally Debates, Inc.	99 LAFAYETTE AVE	7D	BROOKLYN	NY	NEW YORK	11217	561-512-5362	DELAWARE							Corporation		withinFiveYears	2022
0001939062-22-000001	YES	101	0001939062	Zoo Capital Fund II, L.P.	c/o Maples Corporate Services, Ltd.	Box 309, Ugland House	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	(345) 949-8066	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0000919574-22-004468	YES	101	0001940305	Diameter Dislocation Offshore Fund II LP	MAPLES CORPORATE SERVICES LIMITED	BOX 309, UGLAND HOUSE	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	212-655-1401	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2022
0001393725-22-000180	YES	101	0001871372	Better Capital Ventures I, LP	1600 Duane Avenue		Santa Clara	CA	CALIFORNIA	95054	(408) 394-7557	DELAWARE							Limited Partnership		withinFiveYears	2021
0001934380-22-000004	YES	101	0001934380	Arbtrust Venture LLC	200 S BISCAYNE BLVD		MIAMI	FL	FLORIDA	33131	7542654938	FLORIDA							Limited Liability Company		withinFiveYears	2021
0001839060-22-000001	YES	101	0001839060	Rally Commerce Inc.	3519 NE 15TH AVE	#220	PORTLAND	OR	OREGON	97212	516-510-9320	DELAWARE							Corporation		withinFiveYears	2020
0001940892-22-000002	YES	101	0001940892	WOR Gaingels Fund I, a series of MV Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940895-22-000002	YES	101	0001940895	THN Gaingels Fund II, a series of AngelList-GP-Funds-I, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940893-22-000002	YES	101	0001940893	CL Fund I, a series of Marley WH Investments, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940894-22-000002	YES	101	0001940894	SA59 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0000919574-22-004465	YES	101	0001940351	Diameter Dislocation Onshore Fund II LP	55 HUDSON YARDS	29TH FLOOR	NEW YORK	NY	NEW YORK	10001	212-655-1401	DELAWARE							Limited Partnership		withinFiveYears	2022
0001213900-22-043979	YES	101	0001786814	Laylo, Inc.	2261 MARKET STREET	#4748	SAN FRANCISCO	CA	CALIFORNIA	94114	(818) 336-1086	DISTRICT OF COLUMBIA							Corporation		withinFiveYears	2017
0001940896-22-000002	YES	101	0001940896	CR Fund I, a series of Executive Enterprise SPV, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940897-22-000002	YES	101	0001940897	DO26 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940891-22-000002	YES	101	0001940891	BR0 Fund I, a series of AngelList Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001567619-22-014787	NO	102	0001938401	POST ENCORE PARTNERS, LLC	8149 SANTA MONICA BOULEVARD	#298	LOS ANGELES	CA	CALIFORNIA	90046	310 788 3445	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001567619-22-014787	YES	101	0001938398	POST WATERMARK PARTNERS, LLC	8149 SANTA MONICA BOULEVARD	#298	LOS ANGELES	CA	CALIFORNIA	90046	310 788 3445	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001939677-22-000001	YES	101	0001939677	CLINTON HOLDINGS LLC	205 MARTHA LANE		CLINTON	NC	NORTH CAROLINA	28328	4042552503	NORTH CAROLINA							Limited Liability Company		withinFiveYears	2022
0001595267-22-000001	YES	101	0001595267	Charter Asset Management Fund, L.P.	530 LYTTON AVE, 2ND FLOOR		PALO ALTO	CA	CALIFORNIA	94301	415-205-5910	DELAWARE							Limited Partnership		overFiveYears	
0001940204-22-000001	YES	101	0001940204	iCON Infrastructure Partners V-A (Mesa), L.P.	MARTELLO COURT	ADMIRAL PARK	ST PETER PORT	Y7	GUERNSEY	GY1 3HB	441481211000	GUERNSEY							Limited Partnership		withinFiveYears	2022
0001567619-22-014786	YES	101	0001940424	US 500 Corporate Drive, Mahwah, New Jersey L.P.	211 EAST 43RD STREET, SUITE 500		NEW YORK	NY	NEW YORK	10017	212-660-0888	DELAWARE							Limited Partnership		withinFiveYears	2022
0001879124-22-000003	YES	101	0001879124	Mudrex, Inc.	555 W MIDDLEFIELD ROAD	APT. S302	MOUNTAIN VIEW	CA	CALIFORNIA	94043	919967215225	CALIFORNIA							Corporation		withinFiveYears	2018
0001939649-22-000001	YES	101	0001940665	TGVP Fund I, LP	44 MONTGOMERY ST.		SAN FRANCISCO	CA	CALIFORNIA	94104	4153924114	DELAWARE							Limited Partnership		withinFiveYears	2022
0001811850-22-000006	YES	101	0001811850	Blockdaemon Inc.	1055 WEST 7TH STREET, 33RD FLOOR		LOS ANGELES	CA	CALIFORNIA	90017	(310) 982-4060	DELAWARE	Trak Corp.	Trak Inc.					Corporation		overFiveYears	
0001567619-22-014781	YES	101	0001929750	RF-Evergreen Co-Invest, LP	C/O RUBICON FOUNDERS LLC	1215 5TH AVENUE N	NASHVILLE	TN	TENNESSEE	37208	(615) 864-0524	DELAWARE							Limited Partnership		withinFiveYears	2022
0001748169-22-000002	YES	101	0001748169	Gin & Luck Inc.	3756 W. AVENUE 40, SUITE K #278		LOS ANGELES	CA	CALIFORNIA	90065	(213) 613-0464	DELAWARE				Gin & Luck LLC			Corporation		withinFiveYears	2018
0001567619-22-014780	YES	101	0001929754	RF-Honest Co-Invest, LP	C/O RUBICON FOUNDERS LLC	1215 5TH AVENUE N	NASHVILLE	TN	TENNESSEE	37208	(615) 864-0524	DELAWARE							Limited Partnership		withinFiveYears	2022
0001933271-22-000001	YES	101	0001933271	DCM Bain Europe VI Fund, LLC	2800 PONCE DE LEON BLVD	15TH FLOOR	CORAL GABLES	FL	FLORIDA	33134	305-371-2776	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001789025-22-000002	YES	101	0001789025	SparkCharge, Inc.	455 Grand Union Blvd	Fifth Floor	Somerville	MA	MASSACHUSETTS	02145	315-480-3645	DELAWARE							Corporation		withinFiveYears	2017
0001788978-22-000002	YES	101	0001788978	Planrise, Inc.	22 CAROLINE STREET		WELLESLEY	MA	MASSACHUSETTS	02481	713-496-2329	DELAWARE				Cloud Plans, Inc.			Corporation		withinFiveYears	2019
0001938434-22-000001	YES	101	0001938434	BlackRock Systematic Total Alpha Fund LLC	55 EAST 52ND STREET		NEW YORK	NY	NEW YORK	10055	212-810-5300	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001894810-22-000001	YES	101	0001894810	CAZ Credit Opportunity (TE), L.P.	ONE RIVERWAY SUITE 2000		HOUSTON	TX	TEXAS	77056	7134038262	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0001932905-22-000001	YES	101	0001932905	Criticality Sciences, Inc.	107 S. WEST STREET #905		ALEXANDRIA	VA	VIRGINIA	22314	434-602-2314	DELAWARE							Corporation		overFiveYears	
0001761429-22-000002	YES	101	0001761429	HEALTHEMED, INC.	2274 COPPERFIELD DR.		MENDOTA HEIGHTS	MN	MINNESOTA	55120	6127016574	DELAWARE							Corporation		withinFiveYears	2018
0000935836-22-000457	YES	101	0001852248	Universa Black Swan Protection Protocol LXIV L.P.	2601 SOUTH BAYSHORE DRIVE, SUITE 2030		MIAMI	FL	FLORIDA	33133	(786) 483-3140	DELAWARE							Limited Partnership		withinFiveYears	2021
0001935170-22-000001	YES	101	0001935170	datacy Inc.	1043 Garland Ave	Unit C #914	SAN JOSE	CA	CALIFORNIA	95126	408-647-4412	DELAWARE							Corporation		withinFiveYears	2018
0001940490-22-000001	YES	101	0001940490	Beehive Syndicate Series Upkid I LLC	13 NORTH 1800 EAST		SPANISH FORK	UT	UTAH	84660	8016233013	UTAH							Limited Liability Company		withinFiveYears	2022
0001800423-22-000002	YES	101	0001800423	Hypersphere Fund I Ltd.	1111 LINCOLN ROAD		MIAMI BEACH	FL	FLORIDA	33139	646-402-3594	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company.	withinFiveYears	2019
0001767654-22-000002	YES	101	0001767654	Elite Beverage International, Inc.	970 NORTH TUSTIN AVENUE	SUITE 100	ANAHEIM	CA	CALIFORNIA	92807	6574560082	CALIFORNIA							Corporation		withinFiveYears	2017
0001769687-22-000002	YES	101	0001769687	SoFresh, Inc.	9016 58TH PL SUITE 900		KENOSHA	WI	WISCONSIN	53144	(262) 705-0663	DELAWARE				FreshEx Corp			Corporation		withinFiveYears	2018
0001940857-22-000002	YES	101	0001940853	United Haynesville #8, LP	320 S. OAK STREET	SUITE 216	ROANOKE	TX	TEXAS	76262	(817)717-2401	TEXAS							Limited Partnership		withinFiveYears	2022
0001835470-22-000004	YES	101	0001835470	NFN8 GROUP, INC.	13809 RESEARCH BLVD.	SUITE 785	AUSTIN	TX	TEXAS	78750	5129142611	NEVADA				NFN8 Media, LLC			Corporation		withinFiveYears	2020
0001939969-22-000004	YES	101	0001939969	Costa Azul Cabo, LLC	16956 VIA DE SANTA FE	#381	RANCHO SANTA FE	CA	CALIFORNIA	92091	(818) 292-5559	WYOMING							Limited Liability Company		withinFiveYears	2022
0001852854-22-000002	YES	101	0001852854	Phoenix Real Estate Fund X, L.P.	15725 N. DALLAS PARKWAY	SUITE 230	ADDISON	TX	TEXAS	75001	972-866-7576	DELAWARE							Limited Partnership		withinFiveYears	2021
0001852854-22-000002	NO	103	0001852877	Phoenix Fund X Blocker, LLC	15725 N. DALLAS PARKWAY	SUITE 230	ADDISON	TX	TEXAS	75001	972-866-7576	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001852854-22-000002	NO	102	0001852845	Phoenix Real Estate Fund X-B, L.P.	15725 N. DALLAS PARKWAY	SUITE 230	ADDISON	TX	TEXAS	75001	972-866-7576	DELAWARE							Limited Partnership		withinFiveYears	2021
0001940857-22-000001	YES	101	0001940857	United Multi-Op #2, LP	320 S. OAK STREET	SUITE 216	ROANOKE	TX	TEXAS	76262	(817)717-2401	TEXAS							Limited Partnership		withinFiveYears	2022
0001315863-22-000537	YES	101	0001877279	Tyrus Capital Global Alpha Fund, L.P.	C/O MAPLES CORPORATE SERVICES LIMITED	UGLAND HOUSE, PO BOX 309	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1104	+377-9999-5030	CAYMAN ISLANDS							Other	Cayman Islands exempted limited partnership	withinFiveYears	2021
0001940181-22-000001	YES	101	0001940181	AEW EHF REIT, LLC	TWO SEAPORT LANE	15TH FLOOR	BOSTON	MA	MASSACHUSETTS	02210	617-261-9000	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001937478-22-000002	YES	101	0001937478	ID Funds 3 - Vidmob 3	751 PARK OF COMMERCE DRIVE	SUITE 128	BOCA RATON	FL	FLORIDA	33487	(508) 446-7940	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001939748-22-000001	YES	101	0001939748	CCC-Tampa BBD Manager LLC	431 OFFICE PARK DRIVE		BIRMINGHAM	AL	ALABAMA	35223	9108153122	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001575872-22-000702	YES	101	0001668370	Toughbuilt Industries, Inc	8669 RESEARCH DRIVE		IRVINE	CA	CALIFORNIA	92618	(949) 528-3100	NEVADA	Phalanx Inc.						Corporation		overFiveYears	
0001931222-22-000002	YES	101	0001931222	ELEVATE HACWARE SIDECAR 2022, A Series of SSD SPV I, LLC	651 N. BROAD ST., STE 308		MIDDLETOWN	DE	DELAWARE	19709	(833) 266-5556	DISTRICT OF COLUMBIA							Limited Liability Company		withinFiveYears	2022
0001874691-22-000002	YES	101	0001874691	Glendower Capital Secondary Opportunities Fund V-P(E), SCSp	22-24 BOULEVARD ROYAL		LUXEMBOURG	N4	LUXEMBOURG	L-2449	44 20 3947 7000	LUXEMBOURG							Other	a Luxembourg special limited partnership	withinFiveYears	2021
0001935434-22-000001	YES	101	0001935434	GT Metabolic Solutions Inc	3050 THREE SPRINGS COURT		SAN JOSE	CA	CALIFORNIA	95140	6267937134	DELAWARE							Corporation		withinFiveYears	2020
0001934679-22-000002	YES	101	0001934679	TGA HEMEX 2022 SPV A SERIES OF SSD SPV I LLC	651 N. BROAD ST., STE 308		MIDDLETOWN	DE	DELAWARE	19709	(833) 266-5556	DISTRICT OF COLUMBIA							Limited Liability Company		withinFiveYears	2022
0001931254-22-000003	YES	101	0001931254	TGA TIEANGELSSV 9 COREMOBILE 2022 A SERIES of SSD SPV I LLC	651 N. BROAD ST., STE 308		MIDDLETOWN	DE	DELAWARE	19709	(833) 266-5556	DISTRICT OF COLUMBIA				TGA TIEANGELSSV 9 COREMOBILE 2022 A SERIOES of SSD SPV I LLC			Limited Liability Company		withinFiveYears	2022
0001940787-22-000002	YES	101	0001940787	MO Fund I, a series of Schnitzel Capital AL, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940789-22-000002	YES	101	0001940789	PL Gaingels Fund I, a series of MV Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940788-22-000002	YES	101	0001940788	DE54 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001539281-22-000005	YES	101	0001539281	Forager Fund, L.P.	C/O FORAGER CAPITAL MANAGEMENT, LLC	2024 3RD AVE N SUITE 201	BIRMINGHAM	AL	ALABAMA	35203	(205) 383-4763	DELAWARE							Limited Partnership		overFiveYears	
0001938656-22-000002	YES	101	0001938656	CEN Farms, LLC	3101 W. MAIN STREET, STE. 200		BOISE	ID	IDAHO	83702	208-377-5700	IDAHO							Limited Liability Company		withinFiveYears	2022
0001931244-22-000002	YES	101	0001931244	TGA DULUTH 2022 SPV, A Series of SSD SPV I, LLC	651 N. BROAD ST., STE 308		MIDDLETOWN	DE	DELAWARE	19709	(833) 266-5556	DISTRICT OF COLUMBIA							Limited Liability Company		withinFiveYears	2022
0001940467-22-000001	YES	101	0001940467	GUFFEY, INC.	270 W/ 17TH ST.	APT. 19B	NEW YORK	NY	NEW YORK	10011	802-365-1887	DELAWARE							Corporation		withinFiveYears	2021
0001940106-22-000001	YES	101	0001940106	BlockTower Ledger SPV, LLC	1221 BRICKELL AVENUE	SUITE 700	MIAMI	FL	FLORIDA	33131	203-989-3177	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001940815-22-000002	YES	101	0001940815	Innovation Credit Income Fund II, L.P.	2770 SAND HILL ROAD		MENLO PARK	CA	CALIFORNIA	94025	650.926.0440	DELAWARE							Limited Partnership		withinFiveYears	2022
0001940143-22-000001	YES	101	0001940143	Tishman Opportunity Zone Fund II LP	100 PARK AVENUE	18TH FLOOR	NEW YORK	NY	NEW YORK	10017	212-376-6663	DELAWARE							Limited Partnership		withinFiveYears	2022
0001799892-22-000003	YES	101	0001799892	Altis Biosystems, Inc.	6 DAVIS DRIVE	SUITE 159	DURHAM	NC	NORTH CAROLINA	27709	516-255-7290	DELAWARE							Corporation		withinFiveYears	2018
0001879785-22-000061	YES	101	0001906981	Hampshire Christie Qualified Opportunity Co-Invest Fund, LLC	C/O THE HAMPSHIRE COMPANIES, LLC	21 SOUTH STREET	MORRISTOWN	NJ	NEW JERSEY	07960	973-292-9595	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001940444-22-000001	YES	101	0001940444	Fannin PI Holdings V, LLC	3900 ESSEX LANE, SUITE 1200		HOUSTON	TX	TEXAS	77027	713-966-5826	TEXAS							Limited Liability Company		withinFiveYears	2022
0001526626-22-000001	YES	101	0001526626	EOS Surfaces L.L.C.	301 EAST 20TH STREET		NORFOLK	VA	VIRGINIA	23517	757-624-3671	VIRGINIA				EOS Surfaces LLC			Limited Liability Company		overFiveYears	
0001104659-22-085046	YES	101	0001940458	CRA-DRO SKY, LLC	10579 Bradford Road	Suite 100	Littleton	CO	COLORADO	80127	303-730-0624	COLORADO							Limited Liability Company		withinFiveYears	2022
0001940786-22-000002	YES	101	0001940786	MO Fund I, a series of Lightning Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940784-22-000002	YES	101	0001940784	WO Fund I, a series of Velocity Capital Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940049-22-000002	YES	101	0001940049	CD&R Falcon Equity Holdings, L.P.	CLAYTON, DUBILIER & RICE, LLC	375 PARK AVENUE	NEW YORK	NY	NEW YORK	10152	212-407-5200	CAYMAN ISLANDS							Other	a Cayman Islands exempted limited partnership	withinFiveYears	2022
0001940764-22-000001	YES	101	0001940764	Armstrong Music SPV I, LP	4016 BRYN MAWR DRIVE		DALLAS	TX	TEXAS	75225	214-507-8747	TEXAS							Limited Partnership		withinFiveYears	2022
0001940785-22-000002	YES	101	0001940785	SP Fund I, a series of Ordinary, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940783-22-000002	YES	101	0001940783	GOJ Fund III, a series of Unpopular VC, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940745-22-000002	YES	101	0001940745	BU4 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001914576-22-000001	YES	101	0001914576	Aviation Spectrum Resources Holdings, Inc	180 ADMIRAL COCHRANE DRIVE	SUITE 300	ANNAPOLIS	MD	MARYLAND	21401	410-266-6030	DELAWARE							Corporation		overFiveYears	
0001931266-22-000002	YES	101	0001931266	TGA KNIT 2022 SPV A SERIES OF SSD SPV 1 LLC	651 N. BROAD ST., STE 308		MIDDLETOWN	DE	DELAWARE	19709	(833) 266-5556	DISTRICT OF COLUMBIA							Limited Liability Company		withinFiveYears	2022
0001940655-22-000001	YES	101	0001940655	Speechki Apr 2022, a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001940755-22-000002	YES	101	0001940755	Fund I, a series of Socket Capital Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940760-22-000002	YES	101	0001940760	LE18 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940782-22-000002	YES	101	0001940782	VIL Fund I, a series of Moving Capital, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940756-22-000002	YES	101	0001940756	AC Fund I, a series of Satori-Funds, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001811355-22-000005	YES	101	0001811355	VITARA BIOMEDICAL, INC.	2929 ARCH STREET	SUITE 1535	PHILADELPHIA	PA	PENNSYLVANIA	19104	267-518-6300	DELAWARE				Extend Device Corp			Corporation		withinFiveYears	2019
0001940757-22-000002	YES	101	0001940757	GU Fund I, a series of First Check Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940750-22-000002	YES	101	0001940750	KO12 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940749-22-000002	YES	101	0001940749	AP Fund I, a series of Downwind Ventures, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940819-22-000001	YES	101	0001940819	STC LEX V, INC.	C/O Sageworth	1861 SANTA BARBARA DRIVE	LANCASTER	PA	PENNSYLVANIA	17601	717-735-8000	DELAWARE							Corporation		withinFiveYears	2022
0001940751-22-000002	YES	101	0001940751	APE Fund I, a series of Axial Venture, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001940743-22-000002	YES	101	0001940743	FO Fund II, a series of Unpopular VC, LP	119 South Main Street	Suite 220	Seattle	WA	WASHINGTON	98104	3603409337	DELAWARE	None						Limited Partnership		withinFiveYears	2022
0001806029-22-000001	YES	101	0001806029	Proactive Realty Income Fund, LLC	1655 S. BLUE ISLAND AVE#423		CHICAGO	IL	ILLINOIS	60608	1-800-626-2089	SOUTH CAROLINA							Limited Liability Company		withinFiveYears	2019
0001932562-22-000009	YES	101	0001932562	Vintage IX/Vintage Real Estate Partners III Access LP	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Partnership		withinFiveYears	2022
0001493152-22-020952	YES	101	0001559356	Immune Therapeutics, Inc.	2431 ALOMA AVE #124		WINTER PARK	FL	FLORIDA	32792	888-391-9355	FLORIDA	TNI Biotech, Inc.	pH Pharmaceutical Inc.	Resort Clubs International, Inc.	TNI BIOTECH, INC.			Corporation		overFiveYears	
0001750653-22-000001	YES	101	0001750653	Brevan Howard Alpha Strategies Fund, L.P.	Brevan Howard General Partner Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	44 1534 605400	DELAWARE							Limited Partnership		withinFiveYears	2018
0001746761-22-000002	YES	101	0001746761	Tides.Network, Inc.	2443 FILLMORE ST	#380-8884	SAN FRANCISCO	CA	CALIFORNIA	94115	732-820-0058	DELAWARE							Corporation		withinFiveYears	2018
0001920957-22-000012	YES	101	0001920957	NexPoint Hughes DST	300 CRESCENT COURT	SUITE 700	DALLAS	TX	TEXAS	75201	(833) 697-6246	DELAWARE							Other	Delaware Statutory Trust	withinFiveYears	2022
