ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0000935836-22-000489	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000935836-21-000508	2022-01-01		true	true				true			true	Limited Liability Company Interests	false		100000		Indefinite	20253500	Indefinite		false		9	0	true	0	true		0	true	N/A	false
0001864535-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.7	true	0001864535-21-000001		true	true					true					false		0		Indefinite	0	Indefinite		false		0	0		0		No commissions have been paid to date.	0			false
0001273511-22-000082	Other			No Revenues		06b	false		2022-08-16		false	true		true	true						false		0		56800	56800	0		false		1	0		0			0			false
0001875175-22-000002	Other			Decline to Disclose		06b	true	0001875175-22-000001	2021-06-28		false	true									false		800000		29800000	29800000	0		false		47	0		0			0			false
0001943084-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-08-12		false					true					false		5000		559488	559488	0		false		54	0		0			0			false
0001943270-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-08-11		false					true					false		0		3500000	3131000	369000		false		26	0		0			0			false
0001867964-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2022-08-12		false					true					false		0		125000000	125000000	0		false		6	0		0			0			false
0001943997-22-000001	Lodging and Conventions			No Revenues		06b	false			true	false	true									false		240000		15000000	0	15000000		true	0	0	0		0			0			false
0001944290-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false			true	false					true					false		0		60000000	0	60000000		false		0	0		0			0		The General Partner of the Issuer (or an affiliate thereof) is entitled to a management fee.	false
0001879327-22-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001879327-21-000001	2021-08-27		true					true					false		0		Indefinite	77000000	Indefinite		false		8	0		0			0			false
0001748391-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001748391-21-000001	2018-09-04		true					true					false		0		Indefinite	9149517	Indefinite		false		20	0		0			0	true		false
0001944261-22-000002	Residential			$1,000,001 - $5,000,000		06b	false			true	false	true									false		25000		45000000	0	45000000		false		0	0		0			0			false
0001567619-22-016710	Manufacturing			$1,000,001 - $5,000,000		06b	false			true	true		true	true							false		10000		1000000	0	1000000		false		0	0		0			0		Working capital and capital equipment	false
0001879775-22-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001879775-21-000001	2021-08-27		true					true					false		0		Indefinite	46000000	Indefinite		false		5	0		0			0			false
0001867964-22-000001	Other Energy			Decline to Disclose		06b	false		2022-08-12		false	true									false		0		40000004	23299986	16700018		false		7	0		0			0			false
0001865878-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true		false
0001932002-22-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C.1	true	0001932002-22-000001	2022-06-21		false					true					false		100000		250000	250000	0		false		5	0		0			10000		This amount represents a one-time cost to cover fund organizational and operating expenses.	
0001941554-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C.1	false		2022-08-22		false					true					false		50000		2080000	2080000	0		false		11	0		0			13500		This amount represents a one-time cost to cover fund organizational and operating expenses.	
0001567619-22-016708	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C.7	false			true	true					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001737194-22-000003	Other Technology			Decline to Disclose		06b	false		2022-08-24		false	true									false		0		13200000	13200000	0		false		14	0		0			0			false
0001567619-22-016706	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C.7	false			true	true					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001880104-22-000001	Pooled Investment Fund	Hedge Fund	false		Over $100,000,000	06b, 3C, 3C.7	true	0001880104-21-000002	2021-06-01		true					true					false		1000000		Indefinite	3350000	Indefinite		false		2	0		0			0			false
0001929668-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C.1	false		2022-08-24		false					true					false		5000		66500	66500	0		false		20	0		0			9000		This amount represents a one-time cost to cover fund organizational and operating expenses.	
0001903497-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C.1	false		2022-08-24		false					true					false		100000		322000	322000	0		false		2	0		0			12000		This amount represents a one-time cost to cover fund organizational and operating expenses.	
0001937900-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C.1	false		2022-08-19		false					true					false		4000		181500	181500	0		false		43	0		0			8000		This amount represents a one-time cost to cover fund organizational and operating expenses.	
0001939034-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C.1	false		2022-08-24		false					true					false		5000		94000	94000	0		false		15	0		0			9000		This amount represents a one-time cost to cover fund organizational and operating expenses.	
0001931724-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C.1	false		2022-08-02		false					true					false		5000		288500	288500	0		false		33	0		0			9000		This amount represents a one-time cost to cover fund organizational and operating expenses.	
0001880105-22-000001	Pooled Investment Fund	Hedge Fund	false		Over $100,000,000	06b, 3C, 3C.7	true	0001880105-21-000002	2021-06-01		true					true					false		1000000		Indefinite	20765000	Indefinite		false		14	0		0			0			false
0001942245-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-08-22		false					true					false		0		1695000	1695000	0		false		10	0		0			0			false
0001944072-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2021-11-01		true					true					false		100000		Indefinite	9337938	Indefinite		false		13	69216	true	0			0		Ridgedale Global Alpha GP LLC and/or its affiliates will receive customary management fees and/or performance allocations as described in the Issuer's Confidential Private Placement Memorandum.	false
0001944009-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	true					true					false		250000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001925871-22-000003	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001925871-22-000001	2017-01-27		true					true					false		100000		Indefinite	10337532	Indefinite		false		9	0		0			0			false
0001944258-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-23		false					true					false		10000		510000	510000	0		false		10	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001944259-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-23		false					true					false		1000		170250	170250	0		false		30	0		0			9635		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001882327-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001882327-21-000002	2021-10-13		true					true					false		0		Indefinite	14745000	Indefinite		true	1	51	0		0			0			false
0001880641-22-000001	Other Technology			No Revenues		06b	true	0001880641-21-000001	2021-08-12		true		true						true	Convertible promissory notes, convertible into equity	false		15000		2000000	1785000	215000		false		24	0		0			0			false
0001943787-22-000001	Other Technology			Decline to Disclose		06b	false		2022-08-12		false	true									false		0		4999999	4299999	700000		false		4	0		0			0			false
0001943967-22-000001	Other Technology			Decline to Disclose		06b	false		2022-08-11		false								true	Simple Agreement for Future Equity	false		0		2500000	775000	1725000		false		12	0		0			0			false
0001763590-22-000001	Other Technology			Decline to Disclose		06b	false		2022-08-12		false	true									false		0		10000000	2705814	7294186	Series B-2 Preferred	false		16	0		0			0			false
0001816292-22-000002	Other			Decline to Disclose		06b	false		2022-08-25		false	true		true							false		5000		25000000	8750000	16250000		false		6	0		0			0			false
0001934048-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2022-05-13		false	true				true					false		0		5700000	5700000	0		false		5	0		0			0			false
0001940090-22-000003	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001940090-22-000002	2022-07-15		false	true				true					false		0		7825300	7825300	0		false		80	0		0			0			false
0001944243-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-23		false					true					false		1000		30400	30400	0		false		16	0		0			3040		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001853298-22-000001	Other			Decline to Disclose		06b	false		2022-07-22		false								true	The loans in connection with the transaction are initially considered debt securities, however, if they are converted into shares of the Company, they will then be considered equity securities.	false		0		452577	452577	0	U.S. dollar amounts are based on the Bank of Canada average rate of exchange reported on July 22, 2022, which was CDN$1.2876 = USD$1.00	false		24	0		0			0		In the ordinary course of business, the issuer may use some of the proceeds of the offering to pay salaries to certain of its executive officers and directors.	false
0001944260-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-22		false					true					false		922		93990	93990	0		false		25	0		0			9311		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001934048-22-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2022-05-24		false	true				true					false		0		5725000	5725000	0		false		5	0		0			0			false
0001567619-22-016704	Other Technology			$1 - $1,000,000		06b	false		2022-08-15		false		true		true						false		1000000		2000000	1000000	1000000		false		1	0		0			300000	true		false
0001871661-22-000002	Other			Decline to Disclose		06b	true	0001871661-21-000001	2021-07-16		true	true							true	Profits Interest Units	false		0		Indefinite	73625922	Indefinite	The Total Amount Sold above is the per-unit amount that would need to be distributed to existing equity holders before securities in this offering would be eligible to receive any distributions. (See item 15 clarification below).	false		24	0		0		Securities in this offering are intended to qualify as profits interests for U.S. tax purposes entitling recipients to a pro rata portion of the appreciation in the Issuer's value above the value on the date of grant, (continued in item 16 below)	0		(continued from item 15 clarification above) and have no value for U.S. tax purposes on the grant date. The date of the first sale in item 7 above is the date of the first grant.	false
0001879116-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0001879116-21-000002	2021-09-17		true	true				true					false		0		Indefinite	104000000	Indefinite		false		23	0		0		CERTAIN PLACEMENT AGENTS HAVE BEEN RETAINED AND WILL BE APPORTIONED A FEE TO BE DETERMINED BASED ON CERTAIN COMMITMENTS RAISED.	0	true	THE MANAGING MEMBER IS ENTITLED TO A PERFORMANCE ALLOCATION. THE MANAGING MEMBER IS ALSO ENTITLED TO A MANAGEMENT FEE. THE PERFORMANCE ALLOCATION AND MANAGEMENT FEE ARE FULLY DISCLOSED IN THE ISSUER'S CONFIDENTIAL OFFERING MATERIALS.	false
0001944154-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The general partner (or its affiliates) is entitled to a performance allocation and a management fee.  The performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0001943246-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-05-31		false					true			true	Limited Partnership Interests	false		0		20560000	20560000	0		false		10	0		0			0			false
0001567619-22-016702	Other Energy			Over $100,000,000		06b	false		2022-08-12		false		true		true						false		0		207000000	207000000	0		false		1	0		0			0			false
0001942160-22-000002	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2022-08-15		true					true					false		100000		Indefinite	179000	Indefinite		false		4	0	true	0	true		18204	true	Organizational Expenses will be reimbursed to the General Partner and Investment Manager. A management fee will be paid to the Investment Manager in accordance with the Issuer's offering documents.	false
0000935836-22-000488	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000935836-21-000517	2014-09-01		true	true				true			true	Redeemable Shares	false		1000000		Indefinite	275085820	Indefinite		false		40	0	true	0	true		30000	true	Issuer pays fees of approx $30K p.a. to its directors & also indirectly bears investment mgmt fees and perf allocations through its investment in a master fund structure; these fees are not payable to executive officers, etc.	false
0001936552-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2022-06-28		true					true					false		50000		Indefinite	3500000	Indefinite		false		17	0		0			0			false
0001943856-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false		2022-08-15		false					true					false		0		Indefinite	8000000	Indefinite		false		6	0		0			0	true	The Manager may be entitled to an annual management fee of 2%.	false
0001943638-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-18		false					true					false		1000		98700	98700	0		false		42	0		0			8000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001888768-22-000001	Other Technology			Decline to Disclose		06b	false		2022-08-10		false	true									false		0		1100000	1100000	0		false		15	0		0			0			false
0001879161-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0001879161-21-000001	2021-08-27		true	true	true			true					false		0		Indefinite	210000000	Indefinite		false		8	0		0		CERTAIN PLACEMENT AGENTS HAVE BEEN RETAINED AND WILL BE APPORTIONED A FEE TO BE DETERMINED BASED ON CERTAIN COMMITMENTS RAISED.	0	true	THE GENERAL PARTNER IS ENTITLED TO A PERFORMANCE ALLOCATION. THE GENERAL PARTNER IS ALSO ENTITLED TO A MANAGEMENT FEE. THE PERFORMANCE ALLOCATION AND MANAGEMENT FEE ARE FULLY DISCLOSED IN THE ISSUER'S CONFIDENTIAL OFFERING MATERIALS.	false
0000935836-22-000486	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000935836-21-000516	2013-11-01		true	true				true			true	Limited Partner Interests	false		1000000		Indefinite	597707588	Indefinite		false		391	0	true	0	true	The firm listed in Item 12 may receive sales compensation from its clients that invest in the issuer, and it may receive a portion of the management fees referenced in Item 16 attributable to certain assets under management.	0	true	None, although the general partner of the issuer receives a special profit allocation and its affiliate receives an investment management fee.	false
0001943660-22-000001	Commercial			Decline to Disclose		06b	false		2022-08-12		false	true									false		0		5000000	4625000	375000		false		46	0		0			0			false
0001944161-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2022-08-18		false	true				true					false		0		18300000	3300000	15000000	Series 2 Offering	false		3	0		0		This excludes any internal marketing staff who may be paid compensation, but not commission, for their duties.	0		Does not include any ongoing incentive arrangements or management fees paid to the Fund Manager under the operating documents.	false
0001944235-22-000001	Other Real Estate			Decline to Disclose		06b	false		2022-08-10		false	true									false		50000		15175563	15175563	0		false		34	0		0			0			false
0001803824-22-000001	Other			Decline to Disclose		06b	false		2022-04-04		false	true		true							false		2000		15000000	5656150	9343850		false		22	0		0			0			false
0001903554-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2022-08-11		true					true			true	variable annuity contracts	false		0		Indefinite	11703280	Indefinite		false		1	0		0		Issuer pays no sales commissions or finders' fees. LILAC will pay all sales commissions from its corporate resources.	0			false
0001866036-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001866036-21-000001	2021-12-23		true					true			true	Limited Partnership Interests	false		0		Indefinite	330500000	Indefinite		false		1	0		0			0			false
0001876137-22-000002	Other			Decline to Disclose		06b	true	0001876137-21-000001	2021-05-16		true	true							true	Interests in a Management Equity Incentive Plan, Profits Interest Units	false		0		Indefinite	81540834	Indefinite	The Total Amount Sold above includes the per-unit amount that would need to be distributed to existing equity holders before certain securities in this offering would be eligible to receive any distributions. (See item 15 clarification below).	false		51	0		0		Securities included in this offering are intended to qualify as profits interests for U.S. tax purposes entitling recipients to a pro rata portion of the appreciation in the Issuer's value above the value on the date of grant, (continued in item 16 below)	0		(continued from item 15 clarification above) and have no value for U.S. tax purposes on the grant date. The date of the first sale in item 7 above is the date of the first grant.	false
0001865889-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001865889-21-000001	2021-12-23		true					true			true	Limited Partnership Interests	false		0		Indefinite	330500000	Indefinite		false		5	0		0			0			false
0001885579-22-000001	Other			Decline to Disclose		06b	false		2022-07-12		false		true								false		0		2000000	300000	1700000		false		2	0		0			0			false
0001944256-22-000001	Other Real Estate			No Revenues		06c	false		2022-07-27		false	true									false		50000		35000000	2795000	32205000		false		30	0		0			50000	true		false
0001940081-22-000003	Commercial			$1,000,001 - $5,000,000		06c	false		2022-08-11		false	true									false		100000		5000000	1800000	3200000		false		7	0		0			240000		Acquisition Fee	false
0001942340-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The General Partner or an affiliate of the General Partner may receive payments deemed to be made from the proceeds of the offering including management fees and/or incentive allocations.  The amount of such fees cannot be estimated at this time.	false
0001942418-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The General Partner or an affiliate of the General Partner may receive payments deemed to be made from the proceeds of the offering including management fees and/or incentive allocations.  The amount of such fees cannot be estimated at this time.	false
0001567619-22-016700	Residential			Decline to Disclose		06b	false			true	false	true							true	CLASS A MEMBERSHIP UNITS	false		1000		3675000	0	3675000		false		0	0		0			0			false
0001941063-22-000001	Other Real Estate			Decline to Disclose		06b, 3C, 3C.5	false		2022-08-17		false	true				true					false		0		15000000	13200000	1800000	Target raise of $13,200,000	true	4	121	924000	true	0		$13,200,000 x 7% = $924,000	528000	true	$13,200,000 x 4% = $528,000	false
0000892303-22-000019	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		3860000	0	3860000		false		0	0		0			0			false
0001940374-22-000001	Other			Decline to Disclose		06b	false		2022-02-07		false	true									false		25000		7500000	400000	7100000		false		3	0		0			937500	true	This is the max. executive producer fee to be paid to the managers for work on the film production for which this offering is made, assuming the full offering is sold, though not for work in their capacity as managers of Lasso Movie, LLC.	false
0001393725-22-000190	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001584101-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	3C, 3C.7	true	0001584101-21-000002	2013-07-01		true					true					false		5000000		Indefinite	467402243	Indefinite		false		167	0		0			0			false
0001933793-22-000003	Other			Decline to Disclose		04	true	0001933793-22-000001	2022-05-27		false	true									false		5000		500000	85000	415000		true	3	5	0		0			0			false
0001522662-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001522662-21-000002	2009-01-01		true					true					false		5000000		Indefinite	503158246	Indefinite		false		715	12454934	true	0	true		0	true	The general partner is entitled to a performance allocation.  The investment manager is entitled to a management fee.  The performance allocation and the management fee are fully discussed in the issuer's confidential offering materials.	false
0001868390-22-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0001868390-21-000001	2021-06-25		true					true					false		0		Indefinite	434066496	Indefinite		false		24	1168167		0			0			false
0000770811-22-000003	Manufacturing			Decline to Disclose		04	false		2022-08-12		false	true									false		495		4999995	1926045	3073950	The offering period for such remaining amounts has closed.	true	74	74	0		0			0			false
0001578563-22-000028	Commercial Banking			Decline to Disclose		06b	false		2022-08-17		false	true									false		90000		15104466	15104466	0		false		85	0		0			0			false
0001786823-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001786823-21-000001	2019-09-01		true					true			true	Limited Partner Interests	false		1000000		Indefinite	28327087	Indefinite		false		29	0	true	0	true		0	true	None, although the investment manager of the issuer receives investment management fees and the general partner of the issuer receives a profit allocation.	false
0000892303-22-000018	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		3110300	0	3110300		false		0	0		0			0			false
0001213900-22-051301	Biotechnology			Decline to Disclose		06b	false		2022-05-09		false	true									false		0		50000000	4734004	45265996		false		15	0		0			0			false
0001940081-22-000002	Commercial			$1,000,001 - $5,000,000		06c	false		2022-07-27		false	true									false		100000		26316000	3100000	23216000		false		34	0		0			956000		Acquisition Fee	false
0001940012-22-000008	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001940012-22-000002	2022-07-15		false	true				true					false		0		2086745	2086745	0		false		77	0		0			0			false
0001944025-22-000001	Other			Decline to Disclose		06b	false		2022-08-10		false	true									false		0		1011449	561457	449992	Series Seed-1 Preferred Stock, Series Seed-2 Preferred Stock and the respective common stock issuable upon conversion thereof.	false		6	0		0			0			false
0001942393-22-000003	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true		false
0001877785-22-000001	Pooled Investment Fund	Hedge Fund	false		$25,000,001 - $50,000,000	3C, 3C.1	true	0001877785-21-000001	2021-08-02		true					true					false		1		Indefinite	32974438	Indefinite		false		12	0		0			0			false
0001376474-22-000389	Energy Conservation			$1 - $1,000,000		06c	false		2022-08-24		false	true									false		25000		Indefinite	700000	Indefinite		false		6	0		0			200000	true		false
0001944178-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-22		false					true					false		1000		82700	82700	0		false		16	0		0			8270		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001942393-22-000002	Other Real Estate			Decline to Disclose		06b	false		2022-08-18		false								true	Limited Partnership Interests	false		0		Indefinite	79006000	Indefinite		false		4	0	true	0			0			false
0001944166-22-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C.1	false		2022-08-22		false					true					false		966		219000	219000	0		false		55	0		0			4000		This amount represents a one-time fixed cost to cover fund organizational and operating expenses, including all regulatory filing fees, for the life of the fund.	false
0001936894-22-000003	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2022-08-24		false					true					false		0		236500	236500	0		false		30	0		0			3000		This amount represents a cost to cover fund organizational and operating expenses.	false
0001942393-22-000001	Other Real Estate			Decline to Disclose		06b	false		2022-08-18		false								true	Limited Partnership Interests	false		0		Indefinite	421657750	Indefinite		false		39	0	true	0			0			false
0000899140-22-000665	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000899140-21-000619	2005-10-01		true					true					false		0		Indefinite	529191010	Indefinite	Responses in Items #13 and #14 are estimates.	false		296	19361585	true	0		Estimate includes fees from direct investment and trailer fees paid with respect to Riverview Opportunistic Fund SPC and Riverview Opportunistic Fund - Retirement Plan Investors LP, from the inception of the Fund and projected through next year.	0	true		false
0000899140-22-000664	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000899140-21-000618	2006-05-01		true					true					false		100000		Indefinite	101535470	Indefinite	Responses in Items #13 and #14 are estimates.	false		59	1342701	true	0		Estimated fees do not include trailer fees paid, which are instead reflected in the total fees with respect to Riverview Opportunistic Fund, beginning from the inception of the Issuer and projected through the next 12 months.	0	true		false
0000899140-22-000663	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000899140-21-000617	2006-03-01		true					true					false		100000		Indefinite	47951429	Indefinite	Responses in Items #13 and #14 are estimates.	false		77	854500	true	0		Estimated fees do not include trailer fees paid, which are instead reflected in the total fees with respect to Riverview Opportunistic Fund, beginning from the inception of the Issuer and projected through the next 12 months.	0	true		false
0000899140-22-000662	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000899140-21-000620	2005-10-01		true					true					false		0		Indefinite	97323236	Indefinite	Responses in Items #13 and #14 are estimates.	false		110	4795848	true	0		Estimated fees beginning from the Issuer's inception and projected through the next 12 months.	0	true		false
0001943892-22-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2022-08-18		false					true					false		0		Indefinite	8700000	Indefinite		false		1	0	true	0	true		0	true		false
0001940160-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	45000000	true	0	true	Estimate includes sales commissions of Fund and affiliated funds.	0	true		false
0001943411-22-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	true					true					false		250000		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	Encore Technologies Investment GP, LLC and/or its affiliates will receive customary management fees and/or performance allocations as described in the Issuer's Confidential Private Placement Memorandum.	false
0001943810-22-000001	Commercial			Decline to Disclose		06c	false		2022-08-03		false	true									false		25000		38770000	1254000	37516000		false		22	0		0			448440	true		false
0001943607-22-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.7	false			true	true					true					false		10000000		Indefinite	0	Indefinite		false		0	0		0			100000		Annual director fees and out-of-pocket expenses of directors. Director fees are not payable in respect of employees of the Investment Manager, Arrowstreet Capital, Limited Partnership, or its affiliates.	false
0001940126-22-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	45000000	true	0	true	Estimate includes sales commissions of Fund and affiliated funds.	0	true		false
0001941944-22-000001	Residential			Decline to Disclose		06b	false		2022-07-20		false	true									false		50000		1111500	1111500	0		false		9	0		0			0			false
